Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Partial,"Synthetix does not have an explicit statement of its purpose, values and norms. It can be assumed that Synthetix's mission is to ""reinventing how people exchange value,"" or to enable ""the creation of synthetic assets, offering unique derivatives and exposure to real-world assets on the blockchain.""",Charles Adjovu,Synthetix,Medium,"Synthetix 2021,Synthetix Homepage",Partial,50.0,50.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,,Does not answer question,0.0,0.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,"Synthetix's governance activities can be found in the Synthetix Improvement Proposals (SIP) repository and Synthetix Configuration Change Proposal (SCCPs) repository.
",Charles Adjovu,Synthetix,Easy,"Synthetix Improvement Proposals (SIPs) Repository,Synthetix Improvement Proposals (SIPs),Synthetix Configuration Change Proposal (SCCPs),All SCCPs,Synthetix SCCP/SIP profile on Snapshot",Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Yes,Synthetix's organizational documents are publicly accessible in the SIP/SCCP repository.,Charles Adjovu,Synthetix,Easy,"Synthetix Improvement Proposals (SIPs) Repository,Synthetix Improvement Proposals (SIPs)",Yes,100.0,100.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Yes,"Synthetix makes its technological products open-source or source-available. Namely, synthetix-v3 and synthetix repositories are licensed under the MIT license.
",Charles Adjovu,Synthetix,Medium,"synthetix-v3 license,synthetix license",Yes,100.0,100.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Yes,"Synthetix audits its own smart contracts. Most recently, Synthetix had Version 3 (V3) of the protocol audited.",Charles Adjovu,Synthetix,Medium,Smart Contract Audits,Yes,100.0,100.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,Synthetix interacts with Ethereum and Optimism.,Charles Adjovu,Synthetix,Medium,Contracts within the Synthetix system,Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,"SNX token holders earn fees from staking their tokens. SNX token holders elected to a council or committee earn a stipend, denominated in SNX tokens,. Additionally, Core Contributors also earn a stipend, determined by the Core Contributor Committee.",Charles Adjovu,Synthetix,Medium,"Synthetix Token (SNX),Spartan Council,SIP-284: Pay DAOs from inflation",Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,,Does not answer question,0.0,0.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Yes,Synthetix has a current transaction with dHEDGE as part of the Partner Volume Rewards for Synthetix Perps Integrators program.,Charles Adjovu,Synthetix,Medium,Partner Volume Rewards for Synthetix Perps Integrators,Yes,100.0,100.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,,Does not answer question,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,Synthetix's Spartan Council utilizes a multisig Gnosis Safe.,Charles Adjovu,Synthetix,Easy,Spartan Council,Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,,Does not answer question,0.0,0.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,Synthetix uses Snapshot and the Synthetix Governance Module.,Charles Adjovu,Synthetix,Easy,"Synthetix Profile on DeepDAO,Synthetix SCCP/SIP profile on Snapshot",Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Yes,"Synthetix acknowledges that there are governance risks, but does not explicitly (or specifically) discuss vulnerabilities with algorithmic decision-making. ",Charles Adjovu,Synthetix,Easy,"Synthetix Litepaper,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes",Yes,100.0,100.000
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",Partial,"Synthetix educates members on the use of algorithmic tools, as part of the synthetix protocol, in the Staking Guide and Synthetix Litepaper, and similar information can be found in SIPs in the SIP repository. ",Charles Adjovu,Synthetix,Hard,"Synthetix Litepaper,Staking Guide,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes,SD145 - SIPs 2011 & 2012,SNXweave Weekly Recap",Partial,50.0,50.000
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Partial,"Synthetix has considered possible social short- and long-term consequences in the Current Risks and Risk Mitigation Strategies section of the Synthetix Litepaper. Additionally, Synthetix has also considered it in the context of their governance system.",Charles Adjovu,Synthetix,Medium,"Synthetix Litepaper,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes",Partial,50.0,50.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,,Does not answer question,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,,Does not answer question,0.0,0.000
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,Partial,"Uniswap does not require members to verify that they have a unique Ethereum public address. However, Uniswap does require UNI token holders who desire to participate in governance to register  an account on gov.uniswap.org.",Charles Adjovu,Uniswap,Medium,"Uniswap Project Cluster in Entity-Decision Model Table,Uniswap Website,Uniswap Docs",Partial,50.0,50.000
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Yes,"Delegates and the founders and managers of Uniswap Labs, could be considered leaders of Uniswap.",Charles Adjovu,Uniswap,Easy,Uniswap Project Cluster in Entity-Decision Model Table,Yes,100.0,100.000
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,Community moderators on the Uniswap Governance Forum can be considered managers.,Charles Adjovu,Uniswap,Medium,Community Governance Process,Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Partial,"Uniswap requires users in the Uniswap Governance Forum to abide by their Terms of Service, which describes a requisite standard of conduct. However, it does not appear that all UNI token holders are required to adhere to a standard of conduct.",Charles Adjovu,Uniswap,Medium,"Community Governance Process,Uniswap Governance Forum ",Partial,50.0,50.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Yes,"Uniswap provides a glossary of internal terms for Uniswap governance. Additionally, Uniswap defines the organizations involved in the Uniswap protocol.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Governance Glossary",Yes,100.0,100.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Partial,"Uniswap utilizes a referendum system (or a proposal-based system from direct democracy) were UNI token holders can submit proposals. However, a member must have ""at least 2.5 million UNI delegated to your address in order to submit a proposal, or find someone who has enough UNI to meet the proposal threshold to propose on your behalf."" Members of Uniswap can vote on proposals by self- or proxy-delegation. There does not appear to be a minimum UNI token holding requirement to vote on proposals.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Uniswap Project Cluster in Entity-Decision Model Table,[RFC] Community Governance Process Changes,About Vote Delegation Process",Partial,50.0,50.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,,,Does not answer question,0.0,0.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,Partial,"UNI token holders have governance rights, and the possibility of an economic right. Namely, a right to earn a protocol fee, which is a ""fraction of the fees paid by swappers that currently goes to the protocol rather than to liquidity providers"", if UNI token holders switch on the protocol fee and decide that a portion of the fee should go towards UNI token holders.",Charles Adjovu,Uniswap,,"Uniswap Docs,Uniswap v3 Core,Fee Switch Revenue - Potential Options",Partial,50.0,50.000
